#{"t_start": 1764259294.8451378, "env_id": "PandaReach-v3"}
r,l,t
-50.0,50,43.434891
-50.0,50,43.539029
-50.0,50,43.644109
-50.0,50,43.748553
-50.0,50,43.854958
-3.0,4,43.863643
-50.0,50,43.966332
0.0,1,43.968581
-50.0,50,44.075404
-27.0,28,44.995694
-11.0,12,45.020517
-50.0,50,45.124423
-1.0,2,45.128774
-5.0,6,45.140584
-50.0,50,45.245065
0.0,1,45.247122
-50.0,50,45.350686
-13.0,14,45.380508
-3.0,4,45.388645
-8.0,9,45.407046
-18.0,19,45.446635
-50.0,50,45.558238
-21.0,22,45.60644
-50.0,50,45.711059
-1.0,2,45.715149
-9.0,10,45.735911
-8.0,9,45.755214
-9.0,10,45.775531
-3.0,4,45.784292
-50.0,50,45.893393
-50.0,50,45.99883
-14.0,15,46.030284
-50.0,50,46.134441
-9.0,10,46.156412
-6.0,7,46.170948
-3.0,4,46.179907
-50.0,50,46.285892
-50.0,50,46.39089
-50.0,50,46.494198
-50.0,50,46.601689
-50.0,50,46.70705
-50.0,50,46.815031
-7.0,8,46.831537
-17.0,18,46.86934
-14.0,15,46.90209
-7.0,8,46.92032
-6.0,7,46.935103
-5.0,6,46.947468
-50.0,50,47.051598
-50.0,50,47.158613
-17.0,18,47.198619
-50.0,50,47.302516
-2.0,3,47.308757
-1.0,2,47.312673
0.0,1,47.314699
-5.0,6,47.327425
-4.0,5,47.337268
-50.0,50,47.438457
-6.0,7,47.453991
-11.0,12,47.479422
-12.0,13,47.506051
-1.0,2,47.510386
-12.0,13,47.536862
-50.0,50,47.645731
-13.0,14,47.677356
-50.0,50,47.78644
0.0,1,47.788542
-5.0,6,47.801239
-6.0,7,47.815697
-9.0,10,47.837136
-7.0,8,47.853112
-50.0,50,47.959072
-50.0,50,48.063326
-15.0,16,48.095422
-50.0,50,48.20372
-17.0,18,48.241411
-29.0,30,48.308215
-6.0,7,48.323574
-50.0,50,48.42904
-16.0,17,48.464494
-50.0,50,48.569251
-4.0,5,48.579979
-11.0,12,48.604799
-50.0,50,48.708871
-50.0,50,48.813147
-9.0,10,48.834145
-50.0,50,48.93825
-9.0,10,48.959258
-50.0,50,49.064795
-50.0,50,49.170221
-24.0,25,49.222565
-2.0,3,49.229817
-16.0,17,49.270315
-4.0,5,49.28061
-3.0,4,49.289037
-50.0,50,50.272219
-50.0,50,50.379041
-11.0,12,50.405132
-3.0,4,50.41362
-26.0,27,50.473663
-6.0,7,50.488679
-5.0,6,50.501051
-5.0,6,50.513752
-5.0,6,50.525796
-9.0,10,50.546575
-7.0,8,50.563048
-1.0,2,50.567313
-13.0,14,50.598793
-40.0,41,50.68464
-9.0,10,50.705423
-6.0,7,50.719971
-50.0,50,50.826778
-25.0,26,50.879715
-4.0,5,50.889732
-6.0,7,50.904089
-10.0,11,50.927936
-50.0,50,51.034619
-28.0,29,51.094912
-50.0,50,51.202054
-50.0,50,51.30999
-39.0,40,51.398318
-4.0,5,51.40867
-21.0,22,51.454285
-12.0,13,51.484053
-11.0,12,51.510027
-4.0,5,51.520232
-8.0,9,51.539069
-7.0,8,51.557152
-2.0,3,51.563994
-7.0,8,51.581785
-4.0,5,51.592173
-12.0,13,51.620389
-9.0,10,51.641803
-30.0,31,51.713691
-1.0,2,51.717913
-8.0,9,51.737638
-23.0,24,51.787745
-3.0,4,51.796314
0.0,1,51.798422
-50.0,50,51.908465
-14.0,15,51.939795
-8.0,9,51.958481
-6.0,7,51.9731
-1.0,2,51.977571
-9.0,10,51.998453
-50.0,50,52.106298
-50.0,50,52.209053
-50.0,50,52.317345
-6.0,7,52.332755
-6.0,7,52.346454
-4.0,5,52.356103
-2.0,3,52.362195
-6.0,7,52.375895
-42.0,43,52.464408
-6.0,7,52.479573
-3.0,4,52.487982
-6.0,7,52.501602
-50.0,50,52.606262
-10.0,11,52.629583
-2.0,3,52.63605
-3.0,4,52.6443
-20.0,21,52.688623
-50.0,50,52.801274
-50.0,50,52.911314
-50.0,50,53.017702
-28.0,29,53.07906
-1.0,2,53.083725
-3.0,4,53.092317
-8.0,9,53.110728
-12.0,13,53.13775
-50.0,50,53.242081
-9.0,10,53.264059
-8.0,9,53.283137
-7.0,8,53.300158
-50.0,50,53.411471
-21.0,22,53.458341
-5.0,6,53.470982
-7.0,8,53.488266
-4.0,5,53.498173
-16.0,17,53.536331
-50.0,50,53.863509
-3.0,4,53.871455
0.0,1,53.873532
-14.0,15,53.905162
-10.0,11,53.927777
-50.0,50,54.031557
-50.0,50,54.133194
-4.0,5,54.143256
-50.0,50,54.249246
-50.0,50,54.354653
-50.0,50,54.459522
-13.0,14,54.491532
-50.0,50,54.598845
-50.0,50,54.704281
-9.0,10,54.72485
-50.0,50,55.693416
-35.0,36,55.774576
-7.0,8,55.790744
-23.0,24,55.842212
-13.0,14,55.872063
-7.0,8,55.888695
-6.0,7,55.90403
-4.0,5,55.915448
-5.0,6,55.928066
-12.0,13,55.955772
-7.0,8,55.972347
-31.0,32,56.042777
0.0,1,56.044909
-9.0,10,56.066124
-8.0,9,56.085694
-8.0,9,56.10425
-4.0,5,56.114029
-5.0,6,56.126795
-2.0,3,56.133529
-5.0,6,56.146634
-1.0,2,56.15084
-50.0,50,56.254786
-50.0,50,56.361254
-12.0,13,56.390153
-10.0,11,56.412226
-2.0,3,56.418236
-13.0,14,56.447159
-6.0,7,56.461442
-11.0,12,56.486386
-50.0,50,56.594782
-6.0,7,56.610219
-6.0,7,56.625167
-8.0,9,56.643555
-3.0,4,56.651905
-11.0,12,56.676453
-2.0,3,56.68227
0.0,1,56.684344
-11.0,12,56.710923
-23.0,24,56.761368
-1.0,2,56.765477
-10.0,11,56.788576
-2.0,3,56.794819
-50.0,50,56.901033
-3.0,4,56.909699
-2.0,3,56.915717
-11.0,12,56.942722
-12.0,13,56.96979
-1.0,2,56.974263
-4.0,5,56.985433
-50.0,50,57.091561
-9.0,10,57.112654
-3.0,4,57.121014
-18.0,19,57.163293
-8.0,9,57.182438
-4.0,5,57.192558
-9.0,10,57.213961
-6.0,7,57.228839
-35.0,36,57.305307
-7.0,8,57.322698
-50.0,50,57.431374
-28.0,29,57.491858
-10.0,11,57.516646
-10.0,11,57.539262
-50.0,50,57.643362
-2.0,3,57.649641
-3.0,4,57.657997
-5.0,6,57.670573
-7.0,8,57.687144
-13.0,14,57.717386
-14.0,15,57.748827
-30.0,31,57.815978
-6.0,7,57.830782
-50.0,50,57.936263
-8.0,9,57.954972
-32.0,33,58.023634
-7.0,8,58.040414
-9.0,10,58.061232
-8.0,9,58.080841
-7.0,8,58.097749
-5.0,6,58.111468
-2.0,3,58.117715
-1.0,2,58.121917
-4.0,5,58.1317
-12.0,13,58.159445
-4.0,5,58.170481
-8.0,9,58.189311
-11.0,12,58.214209
-2.0,3,58.221186
-50.0,50,58.326565
-8.0,9,58.345644
-9.0,10,58.366372
-11.0,12,58.391329
-15.0,16,58.425322
-16.0,17,58.461933
-16.0,17,58.497151
-50.0,50,58.600574
-9.0,10,58.621677
-24.0,25,58.675569
-10.0,11,58.698208
-4.0,5,58.708502
-9.0,10,58.729476
-4.0,5,58.739967
-1.0,2,58.744636
-4.0,5,58.754881
-7.0,8,58.772035
-6.0,7,58.786215
-4.0,5,58.796909
-6.0,7,58.811819
-5.0,6,58.824021
-3.0,4,58.832228
-17.0,18,58.868608
-5.0,6,58.881215
-5.0,6,58.893529
-10.0,11,58.915711
-31.0,32,58.981984
-28.0,29,59.045541
-16.0,17,59.082405
-4.0,5,59.092755
-50.0,50,59.195739
-12.0,13,59.222714
-39.0,40,59.308057
-5.0,6,59.320351
-13.0,14,59.350243
-3.0,4,59.358726
-3.0,4,59.367187
-7.0,8,59.383594
-4.0,5,59.394219
-6.0,7,59.409264
-50.0,50,59.512068
-4.0,5,59.522823
-50.0,50,59.627393
-12.0,13,59.654313
-1.0,2,59.658306
-9.0,10,59.678715
-12.0,13,59.705302
-50.0,50,59.81509
-2.0,3,59.821627
-50.0,50,59.925607
-8.0,9,59.943583
-14.0,15,59.974556
-14.0,15,60.878276
-4.0,5,60.888956
-11.0,12,60.914633
-27.0,28,60.973352
-7.0,8,60.99035
-7.0,8,61.007013
-5.0,6,61.019478
-7.0,8,61.035932
-50.0,50,61.141377
-4.0,5,61.151434
-30.0,31,61.216434
-19.0,20,61.258275
-50.0,50,61.363495
-5.0,6,61.37644
-9.0,10,61.398428
-9.0,10,61.419394
-8.0,9,61.438135
-9.0,10,61.459025
-9.0,10,61.480533
-4.0,5,61.491245
-5.0,6,61.503783
-4.0,5,61.514614
0.0,1,61.51676
0.0,1,61.519086
-9.0,10,61.539495
-23.0,24,61.590652
-12.0,13,61.617381
-4.0,5,61.628132
-14.0,15,61.659724
-12.0,13,61.687201
-4.0,5,61.698341
-3.0,4,61.706719
-5.0,6,61.719246
-11.0,12,61.745291
-7.0,8,61.762278
-5.0,6,61.775797
-1.0,2,61.780131
-1.0,2,61.784519
-4.0,5,61.794848
-4.0,5,61.805429
-5.0,6,61.81856
-6.0,7,61.834049
-50.0,50,61.939763
-11.0,12,61.964862
-3.0,4,61.973541
-9.0,10,61.995586
-6.0,7,62.010639
-2.0,3,62.016658
-7.0,8,62.0333
0.0,1,62.035262
-5.0,6,62.047566
-4.0,5,62.057996
-3.0,4,62.066038
-7.0,8,62.082344
-9.0,10,62.1035
-4.0,5,62.113841
-5.0,6,62.126504
-3.0,4,62.13474
-17.0,18,62.172746
-1.0,2,62.177177
-10.0,11,62.200441
-18.0,19,62.24151
-11.0,12,62.266255
-6.0,7,62.281498
-11.0,12,62.307321
-4.0,5,62.316945
-4.0,5,62.326993
-4.0,5,62.338247
-17.0,18,62.37588
-8.0,9,62.395255
-6.0,7,62.409792
-7.0,8,62.426389
-16.0,17,62.461167
-13.0,14,62.489904
-5.0,6,62.502056
-12.0,13,62.529809
-9.0,10,62.550442
-47.0,48,62.651949
-5.0,6,62.664274
-4.0,5,62.674828
-1.0,2,62.678966
-4.0,5,62.689504
-15.0,16,62.722613
-3.0,4,62.731214
-11.0,12,62.757188
-1.0,2,62.761151
-4.0,5,62.771714
-2.0,3,62.778141
-8.0,9,62.796583
-10.0,11,62.819993
-6.0,7,62.834558
-11.0,12,62.860257
-50.0,50,62.966099
-10.0,11,62.98928
-3.0,4,62.997811
-2.0,3,63.004432
-3.0,4,63.013271
-15.0,16,63.046942
-21.0,22,63.094119
-8.0,9,63.112724
-7.0,8,63.130095
-4.0,5,63.14044
-8.0,9,63.159798
-9.0,10,63.180984
-4.0,5,63.191545
-6.0,7,63.20602
-10.0,11,63.229728
-10.0,11,63.253755
-5.0,6,63.266808
-4.0,5,63.276964
-7.0,8,63.29327
-4.0,5,63.303894
-16.0,17,63.339102
-4.0,5,63.349092
-50.0,50,63.455912
-22.0,23,63.50551
-1.0,2,63.509904
-10.0,11,63.53379
-50.0,50,63.638149
-11.0,12,63.663681
-8.0,9,63.682711
-8.0,9,63.702228
-8.0,9,63.721757
-21.0,22,63.770016
-22.0,23,63.821118
-13.0,14,63.852023
-3.0,4,63.860757
-2.0,3,63.867284
-9.0,10,63.888212
-7.0,8,63.905023
-2.0,3,63.911464
-25.0,26,63.966652
-8.0,9,63.984861
-1.0,2,63.989469
-2.0,3,63.995843
-50.0,50,64.099022
-20.0,21,64.14254
-11.0,12,64.167943
-14.0,15,64.199796
-5.0,6,64.212661
-5.0,6,64.225189
-8.0,9,64.243361
-7.0,8,64.260042
-1.0,2,64.264955
-8.0,9,64.28374
-9.0,10,64.304041
-5.0,6,64.316232
-13.0,14,64.346241
-50.0,50,64.450536
-3.0,4,64.459009
-50.0,50,64.562831
-22.0,23,64.611266
-9.0,10,64.633225
-2.0,3,64.639173
-7.0,8,64.655738
-10.0,11,64.678624
-11.0,12,64.704903
-1.0,2,64.709607
-7.0,8,64.727095
-1.0,2,64.731075
-6.0,7,64.746007
-3.0,4,64.754267
-25.0,26,64.809373
-22.0,23,64.857263
-50.0,50,64.962665
-5.0,6,64.975492
-6.0,7,64.989872
0.0,1,64.992157
-4.0,5,65.002527
-8.0,9,65.021513
-2.0,3,65.028204
-11.0,12,65.052857
-4.0,5,65.063415
-50.0,50,65.167065
-1.0,2,65.171207
-14.0,15,66.073615
-1.0,2,66.077473
-8.0,9,66.097675
-7.0,8,66.114635
-11.0,12,66.13957
-11.0,12,66.164566
-4.0,5,66.175158
-15.0,16,66.210302
-3.0,4,66.218609
-6.0,7,66.232683
-2.0,3,66.239097
-3.0,4,66.247838
0.0,1,66.24993
-5.0,6,66.262963
-1.0,2,66.267248
-5.0,6,66.279359
-6.0,7,66.294306
-2.0,3,66.300897
-6.0,7,66.315481
-7.0,8,66.331956
-7.0,8,66.348539
-5.0,6,66.360375
-18.0,19,66.400277
-6.0,7,66.414978
-5.0,6,66.42754
-5.0,6,66.440258
-3.0,4,66.448849
-7.0,8,66.465759
-8.0,9,66.484797
-25.0,26,66.539465
-1.0,2,66.543675
-6.0,7,66.558105
-11.0,12,66.584141
-1.0,2,66.587983
-8.0,9,66.606695
-4.0,5,66.617001
-8.0,9,66.636015
-6.0,7,66.650549
-2.0,3,66.656907
0.0,1,66.659075
-5.0,6,66.671353
-2.0,3,66.678004
-2.0,3,66.68433
-4.0,5,66.694457
0.0,1,66.696706
-2.0,3,66.702908
-6.0,7,66.718188
-7.0,8,66.734221
-1.0,2,66.738309
-4.0,5,66.749669
-3.0,4,66.758265
-5.0,6,66.770958
-3.0,4,66.779396
-4.0,5,66.789891
-6.0,7,66.804645
-8.0,9,66.823263
-3.0,4,66.831683
0.0,1,66.833755
-4.0,5,66.844139
-4.0,5,66.855094
-4.0,5,66.865394
-1.0,2,66.869932
-8.0,9,66.888523
-10.0,11,66.911356
-7.0,8,66.927478
-3.0,4,66.935747
-8.0,9,66.993844
-4.0,5,67.003935
-1.0,2,67.008142
-10.0,11,67.031326
-14.0,15,67.064184
-8.0,9,67.083483
-3.0,4,67.091653
-2.0,3,67.097757
-1.0,2,67.102088
-6.0,7,67.117252
-4.0,5,67.127645
-7.0,8,67.144163
-17.0,18,67.183091
-15.0,16,67.217452
-10.0,11,67.240407
-9.0,10,67.261918
-11.0,12,67.287766
-2.0,3,67.294459
-1.0,2,67.298728
-14.0,15,67.330227
-4.0,5,67.340423
-20.0,21,67.384331
-2.0,3,67.390569
-5.0,6,67.403022
-8.0,9,67.42213
-6.0,7,67.436816
-2.0,3,67.443153
-11.0,12,67.467849
-3.0,4,67.475976
-8.0,9,67.494665
-4.0,5,67.505017
-5.0,6,67.518116
-4.0,5,67.528845
-4.0,5,67.539138
-7.0,8,67.555373
-3.0,4,67.563538
-1.0,2,67.567636
-7.0,8,67.583776
-15.0,16,67.617533
-13.0,14,67.646271
-4.0,5,67.656607
-22.0,23,67.70452
-6.0,7,67.719343
-5.0,6,67.732082
-7.0,8,67.749553
-6.0,7,67.764012
-12.0,13,67.791662
-6.0,7,67.80628
-7.0,8,67.823518
-1.0,2,67.827578
-2.0,3,67.833931
-20.0,21,67.877391
-6.0,7,67.892089
-7.0,8,67.909079
-3.0,4,67.917993
-14.0,15,67.948891
-2.0,3,67.955632
-7.0,8,67.972364
-12.0,13,68.001134
-10.0,11,68.02531
-7.0,8,68.041492
-2.0,3,68.04774
-7.0,8,68.064182
-6.0,7,68.078222
-11.0,12,68.104441
-6.0,7,68.119054
-10.0,11,68.141915
-3.0,4,68.150669
-3.0,4,68.158829
-5.0,6,68.170751
-7.0,8,68.187362
-11.0,12,68.211677
-3.0,4,68.219701
-2.0,3,68.226086
-14.0,15,68.257026
-6.0,7,68.271568
-5.0,6,68.283831
-1.0,2,68.288072
-12.0,13,68.315121
-11.0,12,68.340708
-14.0,15,68.374043
-15.0,16,68.407162
-11.0,12,68.431636
-2.0,3,68.437816
-4.0,5,68.448063
-7.0,8,68.465015
-16.0,17,68.50148
-6.0,7,68.515895
-16.0,17,68.552392
-7.0,8,68.568637
0.0,1,68.570937
-7.0,8,68.588315
-4.0,5,68.599175
-10.0,11,68.622954
0.0,1,68.625238
-21.0,22,68.671494
-13.0,14,68.701205
-17.0,18,68.740138
-4.0,5,68.751165
-18.0,19,68.79083
-5.0,6,68.802948
-21.0,22,68.850697
-1.0,2,68.854888
-11.0,12,68.879603
-12.0,13,68.907485
-9.0,10,68.928499
-5.0,6,68.941173
-12.0,13,68.96844
-4.0,5,68.979291
-3.0,4,68.987671
-10.0,11,69.010657
-6.0,7,69.024774
-2.0,3,69.031142
-2.0,3,69.037289
-7.0,8,69.053551
-50.0,50,69.158901
-4.0,5,69.169601
-3.0,4,69.178576
-1.0,2,69.182714
-5.0,6,69.195343
-5.0,6,69.207431
-12.0,13,69.234985
-7.0,8,69.251031
-5.0,6,69.263459
-1.0,2,69.267748
-11.0,12,69.293683
-17.0,18,69.331446
-4.0,5,69.341559
-3.0,4,69.349714
-7.0,8,69.365661
-9.0,10,69.386717
-5.0,6,69.398857
-3.0,4,69.406785
-5.0,6,69.419204
-3.0,4,69.427724
-2.0,3,69.434517
-3.0,4,69.442728
-3.0,4,69.450728
-7.0,8,69.467262
-6.0,7,69.482088
-25.0,26,69.536966
-3.0,4,69.545342
-6.0,7,69.560671
-5.0,6,69.574221
-20.0,21,69.619408
-3.0,4,69.627447
-6.0,7,69.642038
-5.0,6,69.654516
-12.0,13,69.682801
-1.0,2,69.686928
-4.0,5,69.697446
-4.0,5,69.707526
-9.0,10,69.7287
-5.0,6,69.741334
-4.0,5,69.752092
-7.0,8,69.768853
-27.0,28,69.828211
-6.0,7,69.842652
-5.0,6,69.855416
-11.0,12,69.880521
-50.0,50,69.987321
-7.0,8,70.004208
-9.0,10,70.02441
-7.0,8,70.041271
0.0,1,70.04356
-3.0,4,70.052302
-5.0,6,70.064739
-4.0,5,70.074787
-11.0,12,70.100286
-3.0,4,70.108907
-7.0,8,70.125372
-3.0,4,70.133588
-6.0,7,70.147298
-15.0,16,70.180747
-3.0,4,70.189106
-50.0,50,70.295841
-5.0,6,70.308549
-7.0,8,70.325523
-14.0,15,70.356643
-2.0,3,70.363205
-2.0,3,70.369637
