#{"t_start": 1764260614.415021, "env_id": "PandaReach-v3"}
r,l,t
-8.0,9,99.533113
-50.0,50,99.639125
-5.0,6,99.651391
-50.0,50,99.753873
-3.0,4,99.762228
-15.0,16,99.795955
-50.0,50,99.89977
-2.0,3,99.90646
-3.0,4,99.91485
-50.0,50,100.018517
-22.0,23,100.068373
-50.0,50,100.177317
-10.0,11,100.201323
-23.0,24,100.255623
-1.0,2,100.25966
-50.0,50,100.368824
-6.0,7,100.384796
-7.0,8,100.402066
-50.0,50,100.511244
-4.0,5,100.523619
-2.0,3,100.529619
-8.0,9,100.549904
-50.0,50,100.654391
-50.0,50,100.757678
-5.0,6,100.769993
-8.0,9,100.788769
-2.0,3,100.794809
-2.0,3,100.801096
-5.0,6,100.814048
-4.0,5,100.824215
-15.0,16,100.857565
-4.0,5,100.867714
-4.0,5,100.878039
-2.0,3,100.884544
0.0,1,100.886764
-36.0,37,100.966175
-5.0,6,100.979314
-6.0,7,100.993952
-50.0,50,101.097788
-15.0,16,101.131232
-8.0,9,101.150505
-1.0,2,101.154658
-18.0,19,101.195609
-31.0,32,102.116972
-4.0,5,102.128197
-6.0,7,102.144017
-2.0,3,102.150721
-50.0,50,102.252752
-3.0,4,102.261121
-5.0,6,102.273771
-50.0,50,102.380875
-4.0,5,102.391264
-3.0,4,102.399951
-7.0,8,102.416426
-50.0,50,102.526223
-50.0,50,102.63151
-1.0,2,102.63543
-8.0,9,102.653463
-5.0,6,102.665589
-50.0,50,102.770221
-4.0,5,102.780747
-4.0,5,102.791565
-50.0,50,102.895849
-4.0,5,102.90646
-7.0,8,102.923284
-4.0,5,102.934212
-14.0,15,102.966464
-6.0,7,102.98155
-50.0,50,103.086823
-13.0,14,103.11722
-13.0,14,103.147503
-50.0,50,103.253066
-1.0,2,103.257377
-6.0,7,103.271893
-3.0,4,103.280023
-3.0,4,103.288485
-50.0,50,103.39559
-4.0,5,103.406275
-3.0,4,103.415367
-50.0,50,103.523328
-3.0,4,103.531942
-5.0,6,103.544424
-1.0,2,103.548934
-4.0,5,103.560133
-2.0,3,103.567113
-2.0,3,103.573302
-50.0,50,103.678031
-12.0,13,103.70469
-1.0,2,103.708863
-6.0,7,103.723655
-50.0,50,103.825834
-4.0,5,103.836158
-2.0,3,103.842647
-4.0,5,103.8533
-26.0,27,103.912755
-5.0,6,103.925527
-3.0,4,103.933424
-8.0,9,103.952401
-50.0,50,104.06049
-2.0,3,104.067473
-50.0,50,104.171624
0.0,1,104.173863
-10.0,11,104.197194
-4.0,5,104.207162
-2.0,3,104.213136
-15.0,16,104.246066
-14.0,15,104.278399
-50.0,50,104.384198
-50.0,50,104.591669
-50.0,50,104.695729
-8.0,9,104.715431
-3.0,4,104.723616
-3.0,4,104.731683
-4.0,5,104.741831
-18.0,19,104.780371
-3.0,4,104.788522
-2.0,3,104.794651
-4.0,5,104.804923
-4.0,5,104.815366
-5.0,6,104.828832
-4.0,5,104.839844
-3.0,4,104.84871
-1.0,2,104.853376
-4.0,5,104.864555
-2.0,3,104.871001
-50.0,50,104.971497
-3.0,4,104.980095
-7.0,8,104.996851
-2.0,3,105.003078
-3.0,4,105.011273
0.0,1,105.01335
-5.0,6,105.025473
-4.0,5,105.03571
-50.0,50,105.139014
-4.0,5,105.149139
-7.0,8,105.165696
-7.0,8,105.186479
-5.0,6,105.202608
-4.0,5,105.21439
-1.0,2,105.218648
-9.0,10,105.241519
0.0,1,105.243686
-2.0,3,105.250079
-50.0,50,105.376248
-10.0,11,105.398515
-50.0,50,105.504474
-4.0,5,105.515546
-50.0,50,105.624014
-50.0,50,105.730217
-2.0,3,105.736327
-7.0,8,105.753756
-50.0,50,105.859305
-5.0,6,105.873005
-7.0,8,105.889911
0.0,1,105.892021
-7.0,8,105.907718
-4.0,5,105.917552
-6.0,7,105.932902
-3.0,4,105.941669
-4.0,5,105.952408
-50.0,50,106.06006
-1.0,2,106.064066
-2.0,3,106.070127
-4.0,5,106.080312
0.0,1,106.082288
-5.0,6,106.094991
-14.0,15,106.127357
-2.0,3,106.134237
-6.0,7,106.150054
-50.0,50,106.254516
-2.0,3,106.261284
-6.0,7,106.277162
-6.0,7,106.293383
-50.0,50,106.405597
0.0,1,106.408195
-3.0,4,106.417085
-3.0,4,106.426128
-2.0,3,106.432556
-6.0,7,106.447805
-5.0,6,106.460532
-3.0,4,106.468872
-3.0,4,106.477038
-3.0,4,106.485265
-3.0,4,106.494063
-4.0,5,106.504907
-4.0,5,106.515286
-11.0,12,106.540845
-6.0,7,106.555891
-2.0,3,106.56253
0.0,1,106.564798
-50.0,50,107.552557
-7.0,8,107.569286
-4.0,5,107.579773
-3.0,4,107.588238
-11.0,12,107.613369
-4.0,5,107.624487
-3.0,4,107.633018
-4.0,5,107.643383
-5.0,6,107.655857
-8.0,9,107.674437
-5.0,6,107.68645
-1.0,2,107.690626
-4.0,5,107.700529
-2.0,3,107.706944
-50.0,50,107.811701
-5.0,6,107.824704
-50.0,50,107.926264
-3.0,4,107.934567
-1.0,2,107.938735
-3.0,4,107.946974
-50.0,50,108.051347
-5.0,6,108.064121
-7.0,8,108.081074
-50.0,50,108.193143
-5.0,6,108.206417
-5.0,6,108.219105
-50.0,50,108.323574
-14.0,15,108.356459
-50.0,50,108.459337
-1.0,2,108.463502
-3.0,4,108.47202
-11.0,12,108.497409
0.0,1,108.499547
-5.0,6,108.512477
0.0,1,108.514948
-3.0,4,108.52272
-5.0,6,108.535673
-7.0,8,108.55278
-2.0,3,108.559607
-2.0,3,108.566261
-3.0,4,108.575149
-4.0,5,108.585747
-50.0,50,108.691135
-3.0,4,108.699511
-8.0,9,108.718015
-3.0,4,108.726681
0.0,1,108.728801
-1.0,2,108.733097
-4.0,5,108.74371
-3.0,4,108.752534
-15.0,16,108.785483
-3.0,4,108.793531
-6.0,7,108.808566
-6.0,7,108.823006
-4.0,5,108.833956
-50.0,50,108.9386
-4.0,5,108.948711
-8.0,9,108.967674
-2.0,3,108.973918
-50.0,50,109.080188
-2.0,3,109.086614
-5.0,6,109.099848
-8.0,9,109.119374
-50.0,50,109.222765
-3.0,4,109.231268
-50.0,50,109.339667
-12.0,13,109.366608
-6.0,7,109.380832
-50.0,50,109.488001
-50.0,50,109.595272
-4.0,5,109.605715
-50.0,50,109.709335
-50.0,50,109.815797
-4.0,5,109.826396
-7.0,8,109.843708
-2.0,3,109.849919
-3.0,4,109.858197
-2.0,3,109.864968
-3.0,4,109.873608
-1.0,2,109.878102
-3.0,4,109.886134
-7.0,8,109.902803
-3.0,4,109.911039
-2.0,3,109.917028
-2.0,3,109.923539
-10.0,11,109.945448
-6.0,7,109.959261
-50.0,50,110.063516
0.0,1,110.065784
-50.0,50,110.169937
-4.0,5,110.179972
-9.0,10,110.200901
-6.0,7,110.215347
-11.0,12,110.24108
-5.0,6,110.254269
0.0,1,110.256621
-5.0,6,110.269547
-4.0,5,110.280393
-10.0,11,110.304411
-21.0,22,110.351183
-2.0,3,110.357603
-2.0,3,110.363913
-2.0,3,110.369894
-1.0,2,110.373834
-5.0,6,110.38621
-9.0,10,110.40812
-2.0,3,110.41514
-6.0,7,110.430456
-2.0,3,110.437023
-7.0,8,110.454998
-6.0,7,110.469387
-7.0,8,110.485727
-4.0,5,110.495899
-50.0,50,110.598093
-8.0,9,110.619021
-1.0,2,110.623747
-2.0,3,110.630347
-50.0,50,110.734207
-2.0,3,110.740627
-50.0,50,110.842551
-12.0,13,110.869452
-25.0,26,110.925374
-50.0,50,111.033401
-6.0,7,111.049226
-1.0,2,111.053721
-6.0,7,111.070185
-5.0,6,111.083977
-7.0,8,111.101209
-4.0,5,111.112263
-6.0,7,111.127307
-4.0,5,111.137915
-1.0,2,111.142424
-1.0,2,111.146647
-8.0,9,111.165943
-4.0,5,111.176259
-50.0,50,111.278662
-3.0,4,111.287204
-10.0,11,111.309621
-9.0,10,111.331014
-7.0,8,111.347221
-7.0,8,111.365104
-4.0,5,111.375857
-6.0,7,111.392132
-50.0,50,111.498111
-3.0,4,111.507271
-18.0,19,111.546971
-3.0,4,111.555128
-19.0,20,111.597252
-18.0,19,111.637294
-2.0,3,111.643677
-3.0,4,111.652486
-5.0,6,111.66543
-9.0,10,111.687586
-2.0,3,111.694125
-5.0,6,111.707399
-3.0,4,111.715461
-4.0,5,111.727336
-4.0,5,111.737878
-3.0,4,111.746551
-2.0,3,111.752748
-9.0,10,111.773469
-7.0,8,111.78969
-5.0,6,112.672651
-3.0,4,112.681937
-7.0,8,112.69878
-2.0,3,112.704932
-3.0,4,112.713759
-3.0,4,112.721903
-10.0,11,112.743976
-11.0,12,112.768357
-3.0,4,112.776753
-2.0,3,112.783395
-8.0,9,112.801907
-5.0,6,112.814027
-2.0,3,112.820213
-50.0,50,112.922566
-4.0,5,112.932988
-3.0,4,112.941345
-5.0,6,112.954289
-2.0,3,112.961259
-2.0,3,112.967397
-1.0,2,112.971743
-4.0,5,112.982609
-2.0,3,112.989011
-2.0,3,112.995482
-50.0,50,113.09868
-2.0,3,113.105375
-9.0,10,113.127782
-6.0,7,113.142527
-12.0,13,113.169688
-4.0,5,113.180151
-2.0,3,113.186553
-2.0,3,113.193437
-9.0,10,113.215919
0.0,1,113.218084
-4.0,5,113.22902
-50.0,50,113.334187
-4.0,5,113.344573
-2.0,3,113.35106
-50.0,50,113.455288
-5.0,6,113.468894
-4.0,5,113.479587
-4.0,5,113.490176
-50.0,50,113.595159
-3.0,4,113.60367
-2.0,3,113.609849
-7.0,8,113.626424
-2.0,3,113.632654
-50.0,50,113.734569
-50.0,50,113.843571
-5.0,6,113.857084
-2.0,3,113.863426
-1.0,2,113.867765
0.0,1,113.869932
0.0,1,113.872493
-50.0,50,113.979522
-3.0,4,113.989289
-50.0,50,114.094088
-8.0,9,114.113523
-50.0,50,114.221225
-10.0,11,114.244488
-10.0,11,114.267236
-3.0,4,114.275707
-4.0,5,114.286406
-2.0,3,114.293237
-4.0,5,114.304208
-5.0,6,114.316609
-4.0,5,114.327289
-5.0,6,114.339392
-2.0,3,114.345199
-3.0,4,114.353565
-3.0,4,114.361695
-6.0,7,114.377006
-10.0,11,114.399722
-1.0,2,114.404146
-3.0,4,114.412282
-50.0,50,114.518759
0.0,1,114.520961
-5.0,6,114.533716
-4.0,5,114.544581
0.0,1,114.546903
0.0,1,114.549154
-3.0,4,114.557271
0.0,1,114.559595
-5.0,6,114.572831
-4.0,5,114.583784
-12.0,13,114.61132
-3.0,4,114.620172
-50.0,50,114.726798
-2.0,3,114.732938
-17.0,18,114.772243
-3.0,4,114.781073
-4.0,5,114.791895
-6.0,7,114.807317
-1.0,2,114.811369
-3.0,4,114.819551
-4.0,5,114.830231
-1.0,2,114.834717
-2.0,3,114.841128
-7.0,8,114.857386
-7.0,8,114.873452
-2.0,3,114.879531
-9.0,10,114.900793
-3.0,4,114.909542
-2.0,3,114.916275
-3.0,4,114.924711
-3.0,4,114.933495
-4.0,5,114.944472
-3.0,4,114.953419
-2.0,3,114.959836
-4.0,5,114.970645
-3.0,4,114.979035
-8.0,9,114.998165
-25.0,26,115.055749
-3.0,4,115.06442
-8.0,9,115.083974
-50.0,50,115.187197
-5.0,6,115.200187
-2.0,3,115.206564
-4.0,5,115.216298
-3.0,4,115.224518
-2.0,3,115.230936
-6.0,7,115.245662
-18.0,19,115.286923
-3.0,4,115.29616
-7.0,8,115.313915
-4.0,5,115.324421
-16.0,17,115.361353
-8.0,9,115.381056
-4.0,5,115.390985
-4.0,5,115.401715
-2.0,3,115.408123
-2.0,3,115.414665
-6.0,7,115.428995
-44.0,45,115.52774
-9.0,10,115.548174
-15.0,16,115.582637
-3.0,4,115.591538
-6.0,7,115.606292
-2.0,3,115.612898
-5.0,6,115.625281
-3.0,4,115.633533
-11.0,12,115.658885
-3.0,4,115.666859
-8.0,9,115.685188
-1.0,2,115.689663
-3.0,4,115.697651
-5.0,6,115.709759
-2.0,3,115.715791
-2.0,3,115.722091
-4.0,5,115.732898
-6.0,7,115.747685
0.0,1,115.749774
-5.0,6,115.761147
-2.0,3,115.767612
-50.0,50,115.871521
-2.0,3,115.877772
-5.0,6,115.890687
-5.0,6,115.903045
-4.0,5,115.913204
-7.0,8,115.929472
-20.0,21,115.975309
-2.0,3,115.98139
0.0,1,115.983462
-1.0,2,115.98798
-5.0,6,116.00039
-1.0,2,116.004997
-1.0,2,116.009474
-50.0,50,116.114286
-7.0,8,116.131269
-7.0,8,116.147771
-6.0,7,116.162575
-2.0,3,116.168828
-8.0,9,116.187047
-3.0,4,116.195092
-2.0,3,116.20115
-12.0,13,116.229915
-4.0,5,116.240507
-2.0,3,116.24679
0.0,1,116.249148
-8.0,9,116.269046
-7.0,8,116.287216
-4.0,5,116.299527
-12.0,13,116.327133
-9.0,10,116.347894
-5.0,6,116.360551
-5.0,6,116.372841
-4.0,5,116.38337
-5.0,6,116.396223
-3.0,4,116.404331
-50.0,50,116.51123
-8.0,9,116.530473
-7.0,8,116.546312
-18.0,19,116.584305
-3.0,4,116.592373
-3.0,4,116.600349
-2.0,3,116.606784
-3.0,4,116.615036
-4.0,5,116.625631
-7.0,8,116.642907
-5.0,6,116.656117
-50.0,50,116.759074
-50.0,50,116.86339
-2.0,3,116.869696
-50.0,50,117.101929
-1.0,2,117.106468
-7.0,8,117.99593
-2.0,3,118.001965
-12.0,13,118.029868
-17.0,18,118.067776
-20.0,21,118.113226
-1.0,2,118.117407
-2.0,3,118.124001
-2.0,3,118.130764
-2.0,3,118.137256
-4.0,5,118.147685
-13.0,14,118.176655
-8.0,9,118.196294
-9.0,10,118.217346
-3.0,4,118.225805
-31.0,32,118.294834
-7.0,8,118.311927
-6.0,7,118.326584
-3.0,4,118.33487
-3.0,4,118.343251
-3.0,4,118.351611
-2.0,3,118.357646
-2.0,3,118.364257
-3.0,4,118.372385
-2.0,3,118.379118
-3.0,4,118.388136
-3.0,4,118.396608
-5.0,6,118.409695
-2.0,3,118.416233
-8.0,9,118.435229
-4.0,5,118.446294
-4.0,5,118.456729
-2.0,3,118.463298
-4.0,5,118.473902
-3.0,4,118.482619
-16.0,17,118.519044
-50.0,50,118.624734
-5.0,6,118.637438
-8.0,9,118.656577
-3.0,4,118.664921
0.0,1,118.667365
-6.0,7,118.681587
-12.0,13,118.710685
-4.0,5,118.721738
-3.0,4,118.730541
-5.0,6,118.744425
-2.0,3,118.750858
-50.0,50,118.857112
-2.0,3,118.863554
-4.0,5,118.873919
-3.0,4,118.882075
-5.0,6,118.895047
-50.0,50,119.00247
-3.0,4,119.011078
-4.0,5,119.022032
-4.0,5,119.03254
-3.0,4,119.040633
-2.0,3,119.046827
-4.0,5,119.05666
-2.0,3,119.062543
-2.0,3,119.068717
-1.0,2,119.073265
-3.0,4,119.081397
-2.0,3,119.088272
-3.0,4,119.09717
-50.0,50,119.204144
-4.0,5,119.214773
-1.0,2,119.219861
-5.0,6,119.233501
-3.0,4,119.241856
-8.0,9,119.261008
-5.0,6,119.273424
-2.0,3,119.279673
-4.0,5,119.29008
-3.0,4,119.298694
-50.0,50,119.407555
-7.0,8,119.425114
-5.0,6,119.437493
-6.0,7,119.451943
-2.0,3,119.45839
-4.0,5,119.469032
0.0,1,119.471242
-3.0,4,119.48016
-7.0,8,119.497085
-41.0,42,119.586572
0.0,1,119.588947
-3.0,4,119.597321
-6.0,7,119.612181
-4.0,5,119.623779
-4.0,5,119.634786
-4.0,5,119.645739
-3.0,4,119.654604
-6.0,7,119.669961
-2.0,3,119.676871
0.0,1,119.679136
-4.0,5,119.690035
-50.0,50,119.797105
-3.0,4,119.805658
-4.0,5,119.81646
-3.0,4,119.824918
-3.0,4,119.833355
-5.0,6,119.845964
-1.0,2,119.85021
-7.0,8,119.867476
-7.0,8,119.885215
-1.0,2,119.889484
-3.0,4,119.898163
-3.0,4,119.906619
-5.0,6,119.91934
-2.0,3,119.925432
-50.0,50,120.028007
-7.0,8,120.045853
-4.0,5,120.056484
-6.0,7,120.071279
-6.0,7,120.086952
-1.0,2,120.090864
-2.0,3,120.097675
-50.0,50,120.205842
-6.0,7,120.221621
-5.0,6,120.234311
-3.0,4,120.242905
-4.0,5,120.253492
-3.0,4,120.262451
-3.0,4,120.270578
-2.0,3,120.276876
-5.0,6,120.289526
-6.0,7,120.303723
-2.0,3,120.309926
-50.0,50,120.416155
-4.0,5,120.42664
-3.0,4,120.435123
-4.0,5,120.445496
-5.0,6,120.458359
-3.0,4,120.466245
-4.0,5,120.476977
-9.0,10,120.498044
-3.0,4,120.506585
-3.0,4,120.514893
-2.0,3,120.521146
-6.0,7,120.536114
-5.0,6,120.549177
-11.0,12,120.57514
0.0,1,120.577231
-3.0,4,120.585633
-3.0,4,120.594124
-2.0,3,120.600746
-4.0,5,120.610955
-4.0,5,120.622113
-2.0,3,120.628169
-1.0,2,120.632468
-2.0,3,120.638602
-50.0,50,120.747066
-3.0,4,120.755803
-26.0,27,120.816603
-1.0,2,120.820701
-8.0,9,120.840753
-2.0,3,120.847144
-4.0,5,120.857486
-2.0,3,120.863809
-7.0,8,120.881119
-4.0,5,120.892315
-4.0,5,120.903084
0.0,1,120.905081
-4.0,5,120.916166
-3.0,4,120.924249
-4.0,5,120.934579
-5.0,6,120.947409
-2.0,3,120.954045
-6.0,7,120.969503
-5.0,6,120.982769
-5.0,6,120.995212
-3.0,4,121.003788
-3.0,4,121.01212
-3.0,4,121.020311
-9.0,10,121.041522
-5.0,6,121.054187
-5.0,6,121.066526
-6.0,7,121.082333
-1.0,2,121.086561
-2.0,3,121.092959
-5.0,6,121.105449
-5.0,6,121.118457
-1.0,2,121.12299
-3.0,4,121.131271
-3.0,4,121.1398
-3.0,4,121.148734
-3.0,4,121.157118
-1.0,2,121.161552
-6.0,7,121.176937
-30.0,31,121.246694
-9.0,10,121.26873
-2.0,3,121.275597
-2.0,3,121.281859
-50.0,50,121.391388
-9.0,10,121.412567
-4.0,5,121.423566
-3.0,4,121.432342
-1.0,2,121.436526
-3.0,4,121.445096
-2.0,3,121.451933
-1.0,2,121.45603
-3.0,4,121.464461
-4.0,5,121.474824
-16.0,17,121.513098
-4.0,5,121.524811
-3.0,4,121.533508
-3.0,4,121.542494
-3.0,4,121.550865
-7.0,8,121.568024
-2.0,3,121.574365
-3.0,4,121.583033
0.0,1,121.585234
-3.0,4,121.594115
-6.0,7,121.609913
-2.0,3,121.616439
-4.0,5,121.626672
-3.0,4,121.634656
-3.0,4,121.642899
-10.0,11,121.665413
-3.0,4,121.674302
-3.0,4,121.683119
-2.0,3,121.68973
-4.0,5,121.700811
-3.0,4,121.708943
-11.0,12,121.735038
-5.0,6,121.747974
-2.0,3,121.754449
-4.0,5,121.765252
-7.0,8,121.782756
-2.0,3,121.789108
-4.0,5,121.799598
-7.0,8,121.818529
-4.0,5,121.829226
-50.0,50,121.941385
-19.0,20,121.985992
-1.0,2,121.99024
-3.0,4,121.998557
-10.0,11,122.02188
-2.0,3,122.028228
-6.0,7,122.042527
-3.0,4,122.051427
-12.0,13,122.080547
-6.0,7,122.09561
-2.0,3,122.102439
-9.0,10,122.12484
-1.0,2,122.129343
-7.0,8,122.146617
-2.0,3,122.152808
-6.0,7,122.167752
-1.0,2,122.171914
-4.0,5,122.18219
-1.0,2,122.186781
-2.0,3,122.193252
-8.0,9,122.212008
-4.0,5,122.2228
-5.0,6,122.236374
-6.0,7,122.251513
-6.0,7,122.26614
-6.0,7,122.281752
-4.0,5,122.292752
-1.0,2,122.297053
-5.0,6,122.311314
-3.0,4,122.319869
-3.0,4,122.32882
-3.0,4,122.337035
-2.0,3,122.343405
-6.0,7,122.358208
-2.0,3,122.365262
-3.0,4,122.374222
-13.0,14,123.266375
-2.0,3,123.272905
-6.0,7,123.288597
-1.0,2,123.293272
-10.0,11,123.316902
-4.0,5,123.328002
-2.0,3,123.334627
-3.0,4,123.342913
-1.0,2,123.347199
-2.0,3,123.353891
-3.0,4,123.362452
-4.0,5,123.373678
-15.0,16,123.408788
-10.0,11,123.431546
-1.0,2,123.435945
-2.0,3,123.442638
-4.0,5,123.452871
-4.0,5,123.463411
-2.0,3,123.470104
-3.0,4,123.47859
-6.0,7,123.493117
-2.0,3,123.499999
-2.0,3,123.506095
-9.0,10,123.527291
0.0,1,123.529607
-5.0,6,123.543229
-2.0,3,123.549597
-3.0,4,123.55819
-3.0,4,123.567475
-3.0,4,123.575981
-2.0,3,123.582185
-2.0,3,123.588534
-5.0,6,123.600913
-1.0,2,123.60502
-1.0,2,123.609088
-1.0,2,123.613473
-7.0,8,123.630094
-5.0,6,123.642566
-6.0,7,123.657622
-6.0,7,123.673141
-4.0,5,123.683881
-3.0,4,123.692046
-11.0,12,123.717759
-3.0,4,123.726282
-3.0,4,123.734374
-3.0,4,123.742781
-1.0,2,123.747042
-3.0,4,123.755762
-3.0,4,123.764844
-4.0,5,123.775809
-2.0,3,123.782051
-1.0,2,123.78671
-9.0,10,123.807984
-6.0,7,123.822204
-2.0,3,123.828452
0.0,1,123.830623
-2.0,3,123.836879
-3.0,4,123.845436
-5.0,6,123.858617
-5.0,6,123.871234
-3.0,4,123.880409
-1.0,2,123.88509
-2.0,3,123.891651
-50.0,50,123.999191
-1.0,2,124.003513
-2.0,3,124.009435
-6.0,7,124.024436
-4.0,5,124.035098
-2.0,3,124.041524
-5.0,6,124.054459
-6.0,7,124.069471
-4.0,5,124.079967
-6.0,7,124.094539
-2.0,3,124.100417
-2.0,3,124.10646
-2.0,3,124.112802
-2.0,3,124.119845
-2.0,3,124.126408
-1.0,2,124.130925
-10.0,11,124.154763
0.0,1,124.156765
-3.0,4,124.165527
0.0,1,124.167654
-4.0,5,124.178556
-3.0,4,124.187397
-2.0,3,124.193811
-4.0,5,124.204716
-4.0,5,124.215388
-1.0,2,124.219908
-4.0,5,124.23086
-1.0,2,124.235326
-2.0,3,124.241733
-2.0,3,124.247876
-2.0,3,124.254163
-1.0,2,124.258351
-4.0,5,124.269153
-11.0,12,124.295363
-3.0,4,124.303599
-2.0,3,124.309844
-3.0,4,124.318378
-5.0,6,124.330843
-3.0,4,124.339091
0.0,1,124.341189
-1.0,2,124.345557
-8.0,9,124.364345
-4.0,5,124.375133
-1.0,2,124.379337
-26.0,27,124.435905
-4.0,5,124.447092
-4.0,5,124.457935
-4.0,5,124.469045
-14.0,15,124.502181
-5.0,6,124.515693
-3.0,4,124.524231
-19.0,20,124.566737
-2.0,3,124.572892
0.0,1,124.575118
-3.0,4,124.583995
-2.0,3,124.590898
-2.0,3,124.597518
-13.0,14,124.627443
-39.0,40,124.710466
-20.0,21,124.755512
-2.0,3,124.761545
-3.0,4,124.770146
-5.0,6,124.78305
-1.0,2,124.787318
-10.0,11,124.810939
-2.0,3,124.817571
-3.0,4,124.826443
-6.0,7,124.84213
-4.0,5,124.853154
-1.0,2,124.857573
-3.0,4,124.865944
-4.0,5,124.87647
-2.0,3,124.882763
-3.0,4,124.891116
-4.0,5,124.902005
-6.0,7,124.91676
-6.0,7,124.931283
-5.0,6,124.943801
-15.0,16,124.977586
-3.0,4,124.986105
-4.0,5,124.997109
-3.0,4,125.005589
-3.0,4,125.014358
-4.0,5,125.025129
-27.0,28,125.086186
-2.0,3,125.09307
-3.0,4,125.102018
-3.0,4,125.111007
-3.0,4,125.119543
-4.0,5,125.12955
-4.0,5,125.140441
-4.0,5,125.151485
-1.0,2,125.155735
-7.0,8,125.173093
-4.0,5,125.183813
-3.0,4,125.192263
-2.0,3,125.199023
-2.0,3,125.205614
-1.0,2,125.209834
-3.0,4,125.21844
-10.0,11,125.242538
-3.0,4,125.251251
0.0,1,125.253233
-4.0,5,125.263607
-3.0,4,125.271743
-6.0,7,125.286742
0.0,1,125.289103
-10.0,11,125.313958
-7.0,8,125.332445
-5.0,6,125.346879
-3.0,4,125.356701
-3.0,4,125.365149
-2.0,3,125.371424
-4.0,5,125.382535
-11.0,12,125.409144
-3.0,4,125.417531
0.0,1,125.419799
-5.0,6,125.432662
0.0,1,125.434908
-5.0,6,125.447905
-1.0,2,125.451743
-5.0,6,125.464452
-6.0,7,125.47984
-3.0,4,125.488623
-2.0,3,125.494962
-4.0,5,125.505471
-9.0,10,125.526714
-4.0,5,125.53821
0.0,1,125.540197
-2.0,3,125.546812
-6.0,7,125.561312
-2.0,3,125.567828
-3.0,4,125.576585
-3.0,4,125.585248
-4.0,5,125.595502
-3.0,4,125.603801
-3.0,4,125.612242
-8.0,9,125.631143
-7.0,8,125.648119
-3.0,4,125.656922
-13.0,14,125.686427
-2.0,3,125.693047
-4.0,5,125.703947
-3.0,4,125.712653
-2.0,3,125.719162
-11.0,12,125.746127
-4.0,5,125.756751
-2.0,3,125.763045
-6.0,7,125.777645
-3.0,4,125.78614
-3.0,4,125.794278
-12.0,13,125.822517
-4.0,5,125.833285
-4.0,5,125.843791
-3.0,4,125.852185
-8.0,9,125.871631
-3.0,4,125.880176
-7.0,8,125.89651
-3.0,4,125.905625
-3.0,4,125.914405
-7.0,8,125.931162
-3.0,4,125.939585
-5.0,6,125.952487
0.0,1,125.954779
-4.0,5,125.965095
-4.0,5,125.975593
-1.0,2,125.979919
-5.0,6,125.992388
-2.0,3,125.998686
-4.0,5,126.009344
-4.0,5,126.019642
-6.0,7,126.033962
-2.0,3,126.040216
-2.0,3,126.046685
-4.0,5,126.05701
-2.0,3,126.063457
-5.0,6,126.076521
-7.0,8,126.093496
-2.0,3,126.099886
-2.0,3,126.105673
-5.0,6,126.117509
-1.0,2,126.121815
-50.0,50,126.226928
-3.0,4,126.236051
-3.0,4,126.244586
-4.0,5,126.25489
-3.0,4,126.263887
-50.0,50,126.370672
-2.0,3,126.377315
-8.0,9,126.396118
-3.0,4,126.40468
-5.0,6,126.417606
-3.0,4,126.426195
-5.0,6,126.438451
-3.0,4,126.446952
-7.0,8,126.464021
-50.0,50,126.569362
-2.0,3,126.575617
-2.0,3,126.581831
-7.0,8,126.598555
-3.0,4,126.607087
-11.0,12,126.632092
-6.0,7,126.647018
-1.0,2,126.651133
-5.0,6,126.663729
-2.0,3,126.67006
-6.0,7,126.68491
-1.0,2,126.689001
-2.0,3,126.695028
-6.0,7,126.709152
-2.0,3,126.715787
-3.0,4,126.723954
-1.0,2,126.728536
-5.0,6,126.741198
-17.0,18,126.781709
-5.0,6,126.794446
0.0,1,126.79664
-4.0,5,126.807315
-4.0,5,126.817384
-2.0,3,126.823695
-3.0,4,126.832225
-2.0,3,126.838346
-9.0,10,126.859794
-4.0,5,126.870574
-4.0,5,126.880964
-50.0,50,126.985108
-5.0,6,126.997445
-4.0,5,127.007849
-6.0,7,127.022854
-2.0,3,127.029412
-16.0,17,127.065448
-8.0,9,127.084101
-4.0,5,127.094683
-6.0,7,127.110074
-3.0,4,127.118804
-3.0,4,127.126973
-5.0,6,127.140211
-4.0,5,127.151017
-2.0,3,127.15741
-4.0,5,127.168423
-1.0,2,127.172763
-8.0,9,127.191639
-2.0,3,127.197931
-50.0,50,127.303818
-3.0,4,127.312194
-1.0,2,127.316602
-5.0,6,127.329106
-1.0,2,127.333485
-4.0,5,127.344555
-3.0,4,127.35306
-50.0,50,127.458154
-5.0,6,127.470865
-7.0,8,127.487608
-2.0,3,127.494531
-5.0,6,127.507286
-6.0,7,127.522133
-4.0,5,127.532978
-10.0,11,127.557402
-9.0,10,127.579115
-3.0,4,127.587635
0.0,1,127.589891
-2.0,3,127.596062
-4.0,5,127.606966
-50.0,50,128.593109
-4.0,5,128.603352
-3.0,4,128.611697
-4.0,5,128.62251
-6.0,7,128.637564
0.0,1,128.639968
-3.0,4,128.649077
-3.0,4,128.658131
-2.0,3,128.664335
-7.0,8,128.682071
-2.0,3,128.688089
-1.0,2,128.692704
-3.0,4,128.701205
-3.0,4,128.709988
-8.0,9,128.730871
-4.0,5,128.741685
-50.0,50,128.848744
